Waktu,Actual,Prediction,Error,MAPE
2026-06-23 18:00:00+00:00,7036.632381833333,7328.75755442539,292.1251725920565,4.151491178454115
2026-06-23 19:00:00+00:00,7171.6796466666665,7151.463245478757,20.21640118790947,0.28189213941403357
2026-06-23 20:00:00+00:00,6724.482446166667,7239.63331021323,515.1508640465636,7.660825471263273
2026-06-23 21:00:00+00:00,7140.708878833333,7089.718973348374,50.98990548495931,0.7140734393486458
2026-06-23 22:00:00+00:00,7048.085912833334,7164.571993114845,116.48608028151102,1.6527335466982633
2026-06-23 23:00:00+00:00,7788.293433166667,7197.837927135124,590.4555060315424,7.581320748869978
2026-06-24 00:00:00+00:00,7753.554898833333,7951.527708172542,197.97280933920865,2.5533166647081758
2026-06-24 01:00:00+00:00,11041.350179000001,7965.927797615635,3075.4223813843655,27.853680315597977
2026-06-24 02:00:00+00:00,15553.308610166667,12447.60155274898,3105.707057417687,19.968143983123902
2026-06-24 03:00:00+00:00,18920.844319333333,15809.738363675358,3111.105955657975,16.44274379700405
2026-06-24 04:00:00+00:00,18179.716081166665,18786.605380879064,606.8892997123985,3.33827710511446
2026-06-24 05:00:00+00:00,16140.627312,18122.61644498403,1981.9891329840284,12.279504970110349
2026-06-24 06:00:00+00:00,15903.064762333333,15447.341105482985,455.72365685034856,2.8656341633578544
2026-06-24 07:00:00+00:00,16313.546386666667,15840.214702809264,473.3316838574028,2.9014640510310175
2026-06-24 08:00:00+00:00,16822.705143,16159.875182691054,662.8299603089454,3.9400914102376206
2026-06-24 09:00:00+00:00,16782.465901333333,14152.313598806208,2630.1523025271254,15.672025303016794
2026-06-24 10:00:00+00:00,14118.984961,13824.149230459738,294.8357305402624,2.0882218612362635
